policy_rank,variant_id,family,base_config_json,stop_loss,take_profit,leverage,max_positions,train_final_equity,train_total_return,train_cagr,train_sharpe,train_max_drawdown,train_trades,train_traded_days,train_average_positions,train_max_positions_used,train_blown_up,train_worst_day,validation_final_equity,validation_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_trades,validation_traded_days,validation_average_positions,validation_max_positions_used,validation_blown_up,validation_worst_day,oos_final_equity,oos_total_return,oos_cagr,oos_sharpe,oos_max_drawdown,oos_trades,oos_traded_days,oos_average_positions,oos_max_positions_used,oos_blown_up,oos_worst_day,holdout_final_equity,holdout_total_return,holdout_cagr,holdout_sharpe,holdout_max_drawdown,holdout_trades,holdout_traded_days,holdout_average_positions,holdout_max_positions_used,holdout_blown_up,holdout_worst_day,policy_sharpe_stability,policy_selection_score
517,994a822c44eb,oversold_3d_reversal,"{""family"": ""oversold_3d_reversal"", ""max_abs_gap"": 0.05, ""min_adv20"": 50000000.0, ""momentum_column"": ""mom3"", ""momentum_max"": -0.12}",,,2.0,10,349.40136483467893,-0.9650598635165321,-0.17031602638615362,-0.2809845805880898,-0.9814631249363903,5737,2081,1.2672851778219572,10,False,-0.4163944368759325,10812.229276699334,0.08122292766993344,0.02633738370230354,0.2488138677859326,-0.4391491787191797,918,342,1.2126816380449141,10,False,-0.1684865090755217,6210.0991802966455,-0.37899008197033546,-0.14719466478113064,-0.6450656055404301,-0.4456291424113489,1285,439,1.7042440318302388,10,False,-0.12131883867383213,8747.841960153242,-0.1252158039846758,-0.12615151861750562,-0.11400075253150213,-0.24131926702947082,522,173,2.088,10,False,-0.15982529982054716,-0.5297984483740223,0.4276086956521739
518,f4f189c68313,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.05}",,0.04,2.0,3,1989.3606614398823,-0.8010639338560117,-0.08596635036417355,-0.00359381491696535,-0.9128745501281537,2144,1124,0.47360282747956706,3,False,-0.2883751431488526,9554.053426032195,-0.04459465739678048,-0.015071708328623923,0.1604809321384072,-0.5556844390286563,363,190,0.4795244385733157,3,False,-0.21959517757443156,8869.298950662076,-0.11307010493379244,-0.03930907191099797,0.07115491164853442,-0.6286336330261943,342,184,0.4535809018567639,3,False,-0.1782294066013402,6960.235094327213,-0.3039764905672787,-0.30599132324729905,-0.938023976791109,-0.38152861301986396,118,72,0.472,3,False,-0.09088537658506694,-0.16407474705537253,0.4271195652173913
519,37e8e6129018,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",0.06,,2.0,20,41702.96271310492,3.170296271310492,0.08273509436794191,0.5696471509805265,-0.2405819535516298,1676,606,0.37022310580958695,20,False,-0.11293167149190472,9382.01861328861,-0.061798138671139036,-0.021011412710472244,-0.060767564701810495,-0.33800540886602404,474,105,0.6261558784676354,20,False,-0.124,12190.612631825737,0.21906126318257368,0.06844270603642211,0.4899343207024592,-0.1682133811691474,329,122,0.4363395225464191,20,False,-0.0666558525841058,11156.92900281434,0.11569290028143397,0.11667045791202924,0.7970691945136295,-0.06864963780153854,130,44,0.52,20,False,-0.04140782539849708,-0.630414715682337,0.4261956521739131
520,56e51a7a32c6,prior_day_crash_rebound,"{""family"": ""prior_day_crash_rebound"", ""max_abs_gap"": 0.01, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.15}",,0.04,1.0,20,9234.312055386237,-0.07656879446137632,-0.004424479857842889,-0.4504040867646197,-0.08777158177067101,280,235,0.061851115529047936,8,False,-0.01923580392268598,9910.951704817711,-0.008904829518228907,-0.002973204069881996,-0.1093904287134869,-0.027628373261403216,71,37,0.09379128137384413,20,False,-0.025619531516606737,10093.569064489477,0.0093569064489476,0.0031175514043761954,0.4242884371310038,-0.009971406278903694,66,60,0.08753315649867374,3,False,-0.0048800965994298786,10056.486651551433,0.005648665155143284,0.005693982887470694,0.522154390758603,-0.007340160842118748,41,36,0.164,2,False,-0.003017664132615261,-0.34101365805113276,0.4254891304347826
521,a42b45d26d32,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.03}",,0.08,4.0,10,1939.296804715955,-0.8060703195284045,-0.0872622692542363,0.20458034494965865,-0.9880505652614078,4494,1427,0.9927104042412194,10,False,-0.6379380408819406,7610.548734898496,-0.23894512651015043,-0.08688767022641997,0.28144474880972487,-0.8491129806957823,983,284,1.298546895640687,10,False,-0.5602727986267199,8125.347778250796,-0.18746522217492034,-0.06703016085977476,0.0908831610814326,-0.7604209970108046,916,277,1.2148541114058355,10,False,-0.17936803328819723,11130.675698854975,0.11306756988549749,0.11402183113506625,0.46516354203649346,-0.32590203512257565,318,104,1.272,10,False,-0.20282061604387036,-0.07686440386006621,0.4247282608695652
522,089ab2b4aab5,oversold_5d_reversal,"{""family"": ""oversold_5d_reversal"", ""max_abs_gap"": 0.01, ""min_adv20"": 50000000.0, ""momentum_column"": ""mom5"", ""momentum_max"": -0.2}",,,1.0,10,6909.773977081163,-0.3090226022918837,-0.02036657776486317,-0.2577482179415184,-0.44933958563529575,1167,757,0.2577866136514248,10,False,-0.14268970676925324,9272.761533248993,-0.07272384667510068,-0.02482145884885356,-0.1862613826703522,-0.13682646440718904,195,101,0.2575957727873184,10,False,-0.08424325453776085,10339.139561336278,0.03391395613362791,0.011209030222364191,0.2754779171650322,-0.06443680706104915,262,169,0.34748010610079577,9,False,-0.01556507936507936,12071.128331632255,0.20711283316322548,0.20893193497009843,1.1594068533536561,-0.01597425141249631,135,80,0.54,10,False,-0.011678581241922725,-0.07148683527116623,0.4245652173913044
523,79bba811cf88,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.03}",,0.04,1.5,20,13855.66294599039,0.385566294599039,0.018318951724769272,0.20068875839913336,-0.5447236845322425,6421,1594,1.4183786171857742,20,False,-0.1670554159939148,9570.224640512157,-0.042977535948784285,-0.014517058075320666,0.0063670542343609105,-0.36497614677848467,1408,285,1.8599735799207398,20,False,-0.17776100449206597,9107.658115371834,-0.08923418846281661,-0.030756236976036355,-0.21779482485973917,-0.31689429609138764,1147,277,1.5212201591511936,20,False,-0.07557016484276417,10770.691056317906,0.0770691056317907,0.07770901921800544,0.646024482877611,-0.06524523530392112,394,104,1.576,20,False,-0.05250293979603789,-0.19432170416477246,0.4242663043478261
524,e01ec9ad1e07,oversold_5d_reversal,"{""family"": ""oversold_5d_reversal"", ""max_abs_gap"": 0.05, ""min_adv20"": 50000000.0, ""momentum_column"": ""mom5"", ""momentum_max"": -0.2}",,,1.5,10,2785.3097776199006,-0.72146902223801,-0.06868129359808983,-0.2051368118206104,-0.814886513763822,2460,1169,0.5434062292909212,10,False,-0.34056680069453044,9640.302469703909,-0.03596975302960914,-0.01212068434230984,0.06630864892904072,-0.29948169112928547,378,162,0.49933949801849403,10,False,-0.1283682992583583,10393.668088855846,0.039366808885584526,0.012988327809507094,0.16405090435100086,-0.18366693679740687,505,245,0.669761273209549,10,False,-0.06303027811301871,11544.984261498039,0.1544984261498039,0.15582608620520988,0.6186735125741295,-0.11225615041294401,222,106,0.888,10,False,-0.11225615041294415,-0.2714454607496511,0.4239945652173913
525,f4f189c68313,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.05}",,0.04,3.0,10,7686.638529544304,-0.2313361470455696,-0.014539082457575292,0.1513705769096379,-0.8969882342536177,3647,1124,0.8056107797658494,10,False,-0.34907221650373865,8605.753693295455,-0.1394246306704544,-0.04875653689823101,0.11071462377228508,-0.6834653951000371,687,190,0.9075297225891678,10,False,-0.39591082600950206,7180.735538050633,-0.2819264461949367,-0.10478131304837124,-0.2605440238345921,-0.6339569790071192,552,184,0.7320954907161804,10,False,-0.16811950092022496,11687.766229703619,0.16877662297036178,0.17023576963393494,0.671077630424984,-0.1921183891418231,189,72,0.756,10,False,-0.1087940258829013,-0.04065595313735282,0.4235597826086957
526,089ab2b4aab5,oversold_5d_reversal,"{""family"": ""oversold_5d_reversal"", ""max_abs_gap"": 0.01, ""min_adv20"": 50000000.0, ""momentum_column"": ""mom5"", ""momentum_max"": -0.2}",,,2.0,20,6474.390864174096,-0.35256091358259034,-0.023909248065515643,-0.23671436452163544,-0.48607645468807115,1197,757,0.2644135188866799,18,False,-0.21471618857941183,9424.256478009052,-0.05757435219909479,-0.019546415047387855,-0.061795797077647825,-0.17301578774647097,230,101,0.3038309114927345,20,False,-0.08424325453776085,10339.139561336278,0.03391395613362791,0.011209030222364191,0.2754779171650322,-0.06443680706104915,262,169,0.34748010610079577,9,False,-0.01556507936507936,12702.397100233333,0.27023971002333336,0.27267282526819625,1.1231246115981786,-0.015974251412496088,139,80,0.556,14,False,-0.011678581241922725,-0.17491856744398762,0.42282608695652174
527,a68266614904,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.05}",,0.08,1.5,20,24326.761979645944,1.4326761979645943,0.05073154425115112,0.37021971425657696,-0.4125812117854901,4551,1124,1.0053015241882042,20,False,-0.1732203409527052,9448.3758635118,-0.05516241364882013,-0.018711811029411662,0.004409098851949074,-0.36431053675450253,980,190,1.2945838837516512,20,False,-0.18367298009620098,10012.613086507263,0.0012613086507262672,0.0004213745557681836,0.05999842151930161,-0.2582266700584649,677,184,0.8978779840848806,20,False,-0.0750705682349549,11504.754433082353,0.15047544330823537,0.15176631275843455,0.9498920755694384,-0.059966894631286016,239,72,0.956,20,False,-0.05560199596795895,-0.3658106154046279,0.42263586956521737
528,a25608756395,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",0.02,0.08,3.0,3,40946.8523401751,3.0946852340175104,0.08163285345081595,0.39768420224512235,-0.665707604730569,1325,785,0.2926883145571018,3,False,-0.066,9014.546148094976,-0.09854538519050238,-0.03394661062048554,0.0531178757912526,-0.43061584825002996,219,117,0.2892998678996037,3,False,-0.066,10483.799209867011,0.048379920986701075,0.01591578177194264,0.19027441653367122,-0.3826731175346296,216,118,0.2864721485411141,3,False,-0.066,7444.370982838194,-0.25556290171618057,-0.25731845587294844,-1.339387963760342,-0.37060712428389786,73,47,0.292,3,False,-0.066,-0.34456632645386975,0.4223097826086956
529,56e51a7a32c6,prior_day_crash_rebound,"{""family"": ""prior_day_crash_rebound"", ""max_abs_gap"": 0.01, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.15}",,0.04,1.5,20,8867.992436526514,-0.11320075634734861,-0.006665215719486306,-0.45040408676461974,-0.12926395371824495,280,235,0.061851115529047936,8,False,-0.02885370588402897,9860.151091114456,-0.013984890888554369,-0.004677359046774354,-0.10939042871348682,-0.041417700677068514,71,37,0.09379128137384413,20,False,-0.0384292972749101,10140.058090041164,0.01400580900411641,0.004659330039155973,0.42428843713100384,-0.014943879957028727,66,60,0.08753315649867374,3,False,-0.007320144899144817,10084.39822522779,0.008439822522778861,0.008507627506595616,0.5221543907586028,-0.01099821460098982,41,36,0.164,2,False,-0.004526496198922892,-0.34101365805113293,0.42067934782608696
530,a68266614904,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.05}",,0.08,4.0,5,114.23669144751675,-0.9885763308552483,-0.2203749234106187,0.1932144961425212,-0.9986352667064456,2756,1124,0.6087916942787718,5,False,-0.8052743966526329,7377.068325909747,-0.2622931674090253,-0.09631006773151995,0.30040864560448827,-0.852509292515493,485,190,0.6406869220607662,5,False,-0.4345333384017935,8291.166374848817,-0.17088336251511826,-0.0607095240363521,0.21405883235507636,-0.8102873543242106,428,184,0.5676392572944297,5,False,-0.3290704629633459,8207.169872329425,-0.1792830127670575,-0.180579226137224,-0.043523596870111696,-0.49857490394988135,145,72,0.58,5,False,-0.13580667358290696,-0.10719414946196706,0.41994565217391305
531,0c910a5068ad,gap_up_continuation,"{""family"": ""gap_up_continuation"", ""gap_min"": 0.08, ""min_adv20"": 50000000.0, ""mom3_min"": 0.0, ""prev_return_min"": 0.05}",,0.02,1.0,3,7406.37210997512,-0.259362789002488,-0.01657451008290234,-0.3879938928349008,-0.30350084915690756,126,95,0.027833001988071572,3,False,-0.06673941439154796,9854.850816586279,-0.014514918341372085,-0.004855498955081861,-0.07175203237908565,-0.11090000812031675,40,21,0.052840158520475564,3,False,-0.06437633664845077,10069.646232028595,0.00696462320285951,0.0023223230931463945,0.1159070208231499,-0.026885460976143305,11,10,0.014588859416445624,2,False,-0.026885460976143343,9888.759929541844,-0.01112400704581562,-0.011212498322775266,-0.31840643998225265,-0.03885987185700923,9,9,0.036,1,False,-0.025849815794145543,-0.31624186045581515,0.4189130434782608
532,021ce8ad71a1,oversold_3d_reversal,"{""family"": ""oversold_3d_reversal"", ""max_abs_gap"": 0.03, ""min_adv20"": 50000000.0, ""momentum_column"": ""mom3"", ""momentum_max"": -0.12}",,,2.0,10,363.3558392839938,-0.9636644160716006,-0.16850538031053508,-0.35601748161409125,-0.977793908130057,5250,2015,1.1597084161696487,10,False,-0.4670343786550813,10734.562962253176,0.07345629622531757,0.023877266832866173,0.23257572336700838,-0.39647831584293936,828,328,1.0937912813738442,10,False,-0.1684865090755217,6114.14284450298,-0.388585715549702,-0.15162158457494868,-0.7814638094440701,-0.4589686800777877,1195,427,1.5848806366047745,10,False,-0.12131883867383213,9431.561404633398,-0.05684385953666027,-0.05728533005427361,0.040265738466406034,-0.23280099012620636,497,169,1.988,10,False,-0.1361432343675975,-0.5885932049810996,0.41847826086956524
533,dc02fb10bc44,oversold_3d_reversal,"{""family"": ""oversold_3d_reversal"", ""max_abs_gap"": 0.05, ""min_adv20"": 50000000.0, ""momentum_column"": ""mom3"", ""momentum_max"": -0.2}",,,1.5,10,4577.23941684868,-0.542276058315132,-0.042569716091558574,-0.18645342326844408,-0.6899487223627241,1178,704,0.2602164789043517,10,False,-0.3122958276569494,8794.286314719931,-0.12057136852800687,-0.041869267317031,-0.12296159829983666,-0.19022646142483168,211,97,0.27873183619550856,10,False,-0.1263648818066413,9341.198859511467,-0.0658801140488533,-0.022519647750477878,-0.2778411070445716,-0.13537731536419828,238,150,0.3156498673740053,9,False,-0.04311766406851979,9848.524495959506,-0.01514755040404947,-0.015267801002719406,-0.018368537252144445,-0.11986897486541037,124,73,0.496,10,False,-0.11986897486541037,-0.06349182496860742,0.414429347826087
534,7757967a78ef,volatility_reversal,"{""family"": ""volatility_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_intraday_max"": -0.02, ""prev_range_min"": 0.03}",,0.08,3.0,3,28.799410062678938,-0.9971200589937321,-0.2779387532377774,0.08168885242318369,-0.9994980699787391,3051,1594,0.6739562624254473,3,False,-0.7396900469747324,8644.401562210618,-0.13555984377893815,-0.047336552538563614,0.3516725708976949,-0.7537163902177525,542,285,0.7159841479524438,3,False,-0.45463864237147367,5692.229302208582,-0.43077706977914176,-0.1716553160558899,0.06384374855904891,-0.8830065973054302,559,277,0.7413793103448276,3,False,-0.2673441099020103,3841.232656628485,-0.6158767343371515,-0.6188057181711375,-1.071495367822737,-0.6704631123861831,191,104,0.764,3,False,-0.16456893346309964,-0.2699837184745112,0.4141847826086956
