signal_rank,variant_id,family,base_config_json,stop_loss,take_profit,round_trip_cost_bps,raw_candidates,train_final_equity,train_total_return,train_cagr,train_sharpe,train_max_drawdown,train_trades,train_traded_days,train_average_positions,train_max_positions_used,train_blown_up,train_worst_day,validation_final_equity,validation_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_trades,validation_traded_days,validation_average_positions,validation_max_positions_used,validation_blown_up,validation_worst_day,oos_final_equity,oos_total_return,oos_cagr,oos_sharpe,oos_max_drawdown,oos_trades,oos_traded_days,oos_average_positions,oos_max_positions_used,oos_blown_up,oos_worst_day,holdout_final_equity,holdout_total_return,holdout_cagr,holdout_sharpe,holdout_max_drawdown,holdout_trades,holdout_traded_days,holdout_average_positions,holdout_max_positions_used,holdout_blown_up,holdout_worst_day,signal_sharpe_stability,signal_selection_score
30,2f83f9ddd995,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""prev_return_max"": 0.0}",,0.08,20.0,6443,20668.448421863857,1.0668448421863856,0.04124260360859,0.43387278105211213,-0.245416019021639,2538,1359,0.5606361829025845,10,False,-0.11012270702342766,11733.873996884144,0.17338739968841432,0.05466992693160666,0.5736187116581667,-0.11861531000503733,519,222,0.6856010568031704,10,False,-0.058217640260405455,8041.272041908929,-0.1958727958091071,-0.07026779311933307,-0.6844867864067226,-0.26941300139467694,558,278,0.7400530503978779,10,False,-0.052378952543084334,9694.972195494342,-0.03050278045056587,-0.03074301281870584,-0.18499216597798496,-0.1161760026920271,251,101,1.004,10,False,-0.04909325137930075,-0.13974593060605456,0.933563701923077
31,24a4d10e2704,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""prev_return_max"": 0.0}",,,20.0,16272,45954.45061822989,3.5954450618229883,0.08860200436995447,0.5504139397863812,-0.3895834959560347,5401,2127,1.1930638391870996,10,False,-0.1487492497994693,12795.204989639436,0.2795204989639437,0.08551362613818103,0.6181061063656927,-0.18967830871919056,1172,391,1.548216644649934,10,False,-0.06620893445699566,6288.51990630676,-0.371148009369324,-0.1436104446941291,-0.911192868908797,-0.4396406738463047,1428,436,1.893899204244032,10,False,-0.05596621165495238,10303.43801383439,0.03034380138343895,0.03059022754684504,0.24785289810811445,-0.1427429612833182,531,146,2.124,10,False,-0.04909325137930075,-0.06769216657931154,0.933270733173077
32,2f7eb5b238f3,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.05}",,,20.0,3432,31487.005068830767,2.1487005068830767,0.0659307279276049,0.5212706176166787,-0.32913527521065733,1164,442,0.2571239231278993,10,False,-0.10845823494582545,11405.123231982087,0.1405123231982086,0.044739907186393646,0.4426260588700661,-0.13453397162794822,272,79,0.35931307793923384,10,False,-0.08517921068656048,10479.833903980018,0.04798339039800181,0.01578734198036691,0.22134931741624203,-0.12856385320859975,160,77,0.21220159151193635,10,False,-0.039991840763981455,11668.709385286664,0.1668709385286664,0.16831245410298967,1.4207250932825226,-0.023073050117470184,66,32,0.264,10,False,-0.013264238896935709,-0.07864455874661258,0.9326547475961539
33,aac21da9a17e,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",0.02,0.08,20.0,1482,12528.28336681727,0.252828336681727,0.012626369197205056,0.4061528038207252,-0.06617186985828594,496,226,0.10956483322288492,10,False,-0.022,11469.029343641108,0.14690293436411084,0.046685022382348285,0.7906724158758421,-0.02095419817383648,125,35,0.16512549537648613,10,False,-0.01771299726203899,10208.320912977451,0.020832091297745103,0.006914717138520654,0.511189915906203,-0.012402566618251343,43,29,0.05702917771883289,6,False,-0.0066,9614.489422143508,-0.038551057785649157,-0.03885339606551674,-1.7249872632476804,-0.038551057785649157,19,9,0.076,10,False,-0.022,-0.3845196120551169,0.9324444110576924
34,50c1dbe8fb0f,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.08, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.05}",,0.02,20.0,492,11372.941622137856,0.13729416221378554,0.007187242264048432,0.43862076925909166,-0.04123289593695101,179,111,0.03954053457035565,10,False,-0.036842397261416714,10443.407171476558,0.04434071714765575,0.014547628505251264,0.7046339765890722,-0.017627131244635663,60,21,0.07926023778071334,10,False,-0.016202794512247588,10063.241325474872,0.0063241325474872045,0.0021092016431445426,0.14579349590474358,-0.02919333754699427,28,19,0.03713527851458886,3,False,-0.02028426966292134,10061.134259466065,0.0061134259466064655,0.006162483742353286,1.633045009628876,-0.0010981096296782678,7,5,0.028,3,False,-0.0010981096296781595,-0.26601320732998057,0.9323317307692308
35,68fb9f934beb,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",0.02,0.08,20.0,3308,12622.28939205142,0.262228939205142,0.013047841919216818,0.3174621023993032,-0.11356273081337576,1062,392,0.2345924453280318,10,False,-0.022,11031.622774669428,0.10316227746694273,0.033223698145920855,0.5472228259948777,-0.0354144457565958,219,78,0.2892998678996037,10,False,-0.022,10782.811855707227,0.07828118557072261,0.02550933167824354,0.9963176290959019,-0.030509040085237915,150,67,0.1989389920424403,8,False,-0.01377356629587736,9526.92784055488,-0.04730721594451204,-0.04767650558959491,-1.9104691233626936,-0.053610329918179045,45,29,0.18,10,False,-0.022,-0.22976072359557448,0.9308743990384615
36,30a224c68ce7,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,0.08,20.0,2799,21128.90195001533,1.1128901950015329,0.042520492093991225,0.47486527175521004,-0.1705527664614278,1423,628,0.3143362049922686,10,False,-0.149190967170852,12634.247455652183,0.26342474556521833,0.08094868420891155,0.716417670658569,-0.11678375535318997,310,95,0.4095112285336856,10,False,-0.09979117776153658,10782.979244298283,0.0782979244298283,0.025514652275591132,0.33645736448174857,-0.11501658212098753,238,115,0.3156498673740053,10,False,-0.04168813389755347,10448.559937252165,0.044855993725216425,0.045222836589952964,0.5635096984317924,-0.03374750688380468,93,41,0.372,10,False,-0.024511810018071418,-0.24155239890335894,0.9307992788461538
37,bf270267ad6f,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""prev_return_max"": -0.05}",,0.08,20.0,1559,18189.84865677268,0.818984865677268,0.033864556620837316,0.46623834512936957,-0.10509573333180244,574,275,0.12679478683454826,10,False,-0.08802614682800709,11065.428853763082,0.10654288537630818,0.034276656096174474,0.4293192710868384,-0.14043075009189543,142,43,0.18758256274768825,10,False,-0.07462597171191593,10698.833499874323,0.06988334998743229,0.0228330394432954,0.4924356707594055,-0.07131286863382469,61,35,0.08090185676392574,10,False,-0.02559244388376425,10963.493861490595,0.09634938614905941,0.09715647273667005,1.1941524790279356,-0.0067584721942235415,31,10,0.124,10,False,-0.006758472194223553,-0.03691907404253114,0.9301457331730768
38,778b74ad5414,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""prev_return_max"": -0.05}",,0.08,20.0,3827,24654.278585742184,1.4654278585742184,0.051514045909872186,0.5252830072999836,-0.26388314688258385,1335,505,0.29489728296885354,10,False,-0.10911905776559479,13057.417151542064,0.30574171515420634,0.09286892435801852,0.8630648995983933,-0.10699412259712204,274,80,0.3619550858652576,10,False,-0.07462597171191593,10284.275392166426,0.02842753921664265,0.009412463710295693,0.16674935794525295,-0.13346280317054027,162,77,0.21485411140583555,10,False,-0.039991840763981455,11398.112523303667,0.13981125233036673,0.14100514721302781,1.5100974770475803,-0.023073050117470184,66,32,0.264,10,False,-0.013264238896935709,-0.3377818922984097,0.9297400841346155
39,494e3625db1b,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.03}",,,20.0,12203,37512.8523865629,2.7512852386562905,0.07637179990725529,0.49267253022289703,-0.4389069879888563,3415,1130,0.7543627126132096,10,False,-0.14303686580226999,13188.468324730771,0.3188468324730771,0.09650814275311603,0.7242317762051311,-0.13334117326075878,708,217,0.9352708058124174,10,False,-0.05732425904456412,10879.690337917835,0.08796903379178356,0.02857955315835481,0.2741868792397596,-0.1978188136761132,729,246,0.96684350132626,10,False,-0.042116319076071974,12866.78226683268,0.28667822668326814,0.28927544530436067,1.5354671500833987,-0.051214411821643435,237,78,0.948,10,False,-0.020748919534589783,-0.2315592459822341,0.9289963942307694
40,55e65d4f975a,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",0.04,0.08,20.0,3308,13273.674894526688,0.3273674894526688,0.015889396466437944,0.29331832155085064,-0.12721245932036718,1062,392,0.2345924453280318,10,False,-0.042,11286.50366953107,0.12865036695310694,0.04111011350439209,0.5066785199889383,-0.054626127833727556,219,78,0.2892998678996037,10,False,-0.042,11236.083727407002,0.12360837274070025,0.03972002362469329,1.2402241000644256,-0.024720493394136178,150,67,0.1989389920424403,8,False,-0.023802866204377944,9384.772432854208,-0.061522756714579185,-0.061999357101847785,-1.3862169924606067,-0.07596877112220424,45,29,0.18,10,False,-0.042,-0.21336019843808768,0.9283128004807693
41,52a8aedec889,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.08}",,0.02,20.0,893,11139.297829571184,0.11392978295711842,0.006024106232661364,0.30088354020517244,-0.053797186917296624,304,133,0.06715263971725205,10,False,-0.032261144648615944,10346.355579034056,0.03463555790340567,0.01139923759361694,0.4329088540207311,-0.023601286077928663,94,22,0.12417437252311757,10,False,-0.02193296866244996,9738.250152601631,-0.026174984739836926,-0.008825491938747931,-0.4353269696329634,-0.03475425603791982,10,10,0.013262599469496022,1,False,-0.033860933660933665,9456.809854864285,-0.05431901451357157,-0.05474145033400912,-1.0677323461913744,-0.05431901451357157,12,3,0.048,10,False,-0.05119374327267785,-0.13202531381555865,0.9278958834134615
42,c86ca0e5a07f,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",,0.04,20.0,6747,15081.098579700285,0.5081098579700285,0.023134315357957735,0.3293622870489685,-0.15714497403422656,2130,785,0.47051027170311466,10,False,-0.09665669503464737,10570.18060938988,0.05701806093898787,0.018630943935013855,0.28795403870935815,-0.07379591312729061,378,117,0.49933949801849403,10,False,-0.05666967238229849,10657.705394851091,0.06577053948510914,0.021517230576449498,0.3671424064020905,-0.12500015088266958,320,118,0.4244031830238727,10,False,-0.03664927451746695,9374.010549833572,-0.06259894501664276,-0.06308359902658589,-0.9357341932276346,-0.1023059124590735,93,47,0.372,10,False,-0.05415036026383071,-0.041408248339610376,0.9273850661057692
43,bc1de0faf9e5,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",0.04,0.08,20.0,5935,13756.74854501685,0.37567485450168503,0.01791290658667477,0.276555958823432,-0.17257696170539572,1825,670,0.40313673514468745,10,False,-0.042,11029.42352713686,0.1029423527136859,0.03315512365188078,0.38712573929064287,-0.08213709715027129,364,115,0.4808454425363276,10,False,-0.042,10570.157322903904,0.057015732290390364,0.018705011332350585,0.3755410665104545,-0.11995771204564931,320,118,0.4244031830238727,10,False,-0.02897820606187689,9394.542230704388,-0.0605457769295612,-0.06101505750416458,-1.1904421580041635,-0.0955890416790296,93,47,0.372,10,False,-0.042,-0.11056978046721089,0.9270883413461539
44,ab1b0142b296,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""prev_return_max"": -0.05}",,0.08,20.0,6295,24126.07124835096,1.412607124835096,0.05024712398541897,0.4604023388665435,-0.3467412755319721,2140,751,0.4727192401148664,10,False,-0.11440633558164284,12873.039333952025,0.28730393339520255,0.08770736456543538,0.757702122118164,-0.11276187955365369,384,127,0.5072655217965654,10,False,-0.07462597171191593,10711.849523513541,0.07118495235135414,0.023248758603265474,0.300645495984995,-0.18331716664353404,326,138,0.4323607427055703,10,False,-0.05603983364007499,12120.811034316841,0.21208110343168407,0.21394758087063237,1.6314477169542827,-0.032295055126585814,111,43,0.444,10,False,-0.01357140177390379,-0.2972997832516205,0.9268780048076924
45,67d0b47ee72c,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",0.02,,20.0,3308,13665.78505048998,0.366578505048998,0.017537059122443743,0.3502342020637298,-0.10222714748284356,1062,392,0.2345924453280318,10,False,-0.022,10445.931895019492,0.044593189501949126,0.014629270518051518,0.27121356000518054,-0.04598035677632595,219,78,0.2892998678996037,10,False,-0.022,10740.51168350077,0.07405116835007708,0.024163015901801588,0.9248425172866346,-0.03292787833377875,150,67,0.1989389920424403,8,False,-0.01377356629587736,9526.92784055488,-0.04730721594451204,-0.04767650558959491,-1.9104691233626936,-0.053610329918179045,45,29,0.18,10,False,-0.022,-0.07902064205854925,0.9263221153846155
46,353db59d0517,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.08}",,0.04,20.0,3129,12736.30187317223,0.2736301873172229,0.013555053189886701,0.2660270563608022,-0.1078019562179543,1089,412,0.24055666003976142,10,False,-0.08236301291595202,10540.352953342246,0.05403529533422469,0.017673160170130764,0.2974314026537403,-0.07251715177729734,222,66,0.29326287978863935,10,False,-0.05666967238229849,10609.570623988251,0.060957062398825146,0.01997295717344283,0.6235819430390636,-0.059889006381065646,100,64,0.13262599469496023,10,False,-0.033860933660933665,9492.87913852641,-0.050712086147359,-0.051107235271464435,-0.885509223999834,-0.06597367778436258,31,18,0.124,10,False,-0.05415036026383071,-0.03140434629293809,0.9260929987980768
47,1a3116dfc20d,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,0.08,20.0,4067,24148.03012144084,1.414803012144084,0.05030031256842449,0.513787780190922,-0.19760453859549287,1711,695,0.3779544952507179,10,False,-0.1462398767783481,13880.416876479117,0.3880416876479118,0.11533363266522367,0.9247700706190833,-0.10018503425337588,358,105,0.47291941875825627,10,False,-0.09979117776153658,10662.213744684883,0.0662213744684883,0.021661630725917425,0.27987805326512916,-0.1122611518488249,276,122,0.3660477453580902,10,False,-0.04168813389755347,10478.34039283308,0.047834039283308094,0.04822579465506638,0.5553935209879336,-0.040010955641689105,107,44,0.428,10,False,-0.02852611315836693,-0.41098229042816137,0.9255634014423078
48,7ede16ff507d,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,,20.0,4067,35708.8019016715,2.57088019016715,0.07342273873882377,0.548679180290033,-0.2340910444612937,1711,695,0.3779544952507179,10,False,-0.1462398767783481,11980.465201562856,0.19804652015628554,0.0619971208197998,0.5227336481305344,-0.2104107872892712,358,105,0.47291941875825627,10,False,-0.11428743304051348,11145.352424200439,0.11453524242004387,0.03690644606173721,0.3774806064131504,-0.11772667631547906,276,122,0.3660477453580902,10,False,-0.04168813389755347,10637.926905893784,0.06379269058937842,0.06431910484322989,0.6495061698428144,-0.04614200270888691,107,44,0.428,10,False,-0.02852611315836693,-0.025945532159498685,0.9254807692307693
49,204229e709e9,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""mom3_min"": 0.03, ""prev_return_min"": 0.03}",0.02,0.08,20.0,1029,11673.968493131219,0.16739684931312193,0.00865300385352552,0.31082416091359893,-0.08161478230702068,512,270,0.11309918268168766,10,False,-0.02130982480546726,10468.625021308557,0.04686250213085574,0.015362508162574784,0.4619414604149914,-0.052214466332968446,115,45,0.15191545574636725,10,False,-0.01771299726203899,9756.873941993788,-0.024312605800621223,-0.008192365917560562,-0.5734643455708996,-0.02948334216476356,61,45,0.08090185676392574,4,False,-0.0066,9375.230753167769,-0.06247692468322308,-0.06296066605799977,-2.0643588734515386,-0.0679238047831009,38,16,0.152,10,False,-0.022,-0.15111729950139247,0.9254657451923077
50,9a5c54194ba5,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.08}",0.02,0.08,20.0,893,11862.671774517368,0.18626717745173682,0.009553744912194295,0.37332168517182784,-0.055302577681498266,304,133,0.06715263971725205,10,False,-0.022,11449.649009451781,0.1449649009451781,0.04609590720107315,0.8155703994968193,-0.019291601887430287,94,22,0.12417437252311757,10,False,-0.014410235443161962,10063.492523390303,0.006349252339030276,0.0021175618838096266,0.29386898500783903,-0.01095170636292353,10,10,0.013262599469496022,1,False,-0.0021999999999999997,9737.0153352,-0.026298466480000005,-0.02650604107084298,-1.1939078675567534,-0.026298466480000005,12,3,0.048,10,False,-0.022,-0.44224871432499147,0.9253868689903846
51,8d0d9563d61e,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.05, ""min_adv20"": 50000000.0, ""mom3_min"": null, ""prev_return_min"": 0.03}",0.02,0.08,20.0,2018,11894.648325388293,0.1894648325388293,0.009705037083515888,0.28867117046758883,-0.0819839604781496,671,327,0.14822178042853987,10,False,-0.022,10971.082478387381,0.09710824783873817,0.03133265760708759,0.5400663206062996,-0.042459953340706846,173,67,0.2285336856010568,10,False,-0.018827358551462763,9947.680321621432,-0.0052319678378568435,-0.0017516696458025338,-0.07276009945497515,-0.02626350192076421,106,69,0.14058355437665782,10,False,-0.0066,9403.23441468682,-0.059676558531318036,-0.060139319788291346,-1.8630659461191101,-0.06876114794308275,47,23,0.188,10,False,-0.022,-0.2513951501387107,0.9247671274038463
52,288f31e373bd,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""prev_return_max"": -0.03}",0.06,0.08,20.0,7550,26000.30149720301,1.6000301497203009,0.05463016334728432,0.5889322479975839,-0.20500687540054685,2333,852,0.5153523304616744,10,False,-0.062,11644.39214969828,0.16443921496982794,0.0519856783483621,0.5023168043512756,-0.18677430019016394,463,141,0.6116248348745046,10,False,-0.048,9473.343811674433,-0.052665618832556715,-0.017919718451647193,-0.17443932601328607,-0.1938075442131606,354,153,0.46949602122015915,10,False,-0.052814417521644355,11227.426688405087,0.12274266884050866,0.12378303035420624,1.036710764997845,-0.050697611237664586,145,56,0.58,10,False,-0.028132074895894754,-0.08661544364630835,0.9246319110576924
53,a3aaee606875,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",0.02,0.08,20.0,3635,13901.903889335268,0.39019038893352676,0.018507833404154628,0.38817318424946157,-0.15473845407147835,1473,606,0.32538104705102716,10,False,-0.022,11248.043105015078,0.12480431050150775,0.03992774774448393,0.5634402376083949,-0.1133573117027753,354,105,0.4676354029062087,10,False,-0.022,9434.346645315856,-0.05656533546841436,-0.019272731637852814,-0.28187776446259316,-0.11361572210382742,275,122,0.3647214854111406,10,False,-0.022,10011.998421468292,0.001199842146829111,0.0012094466862546671,0.04921330686545446,-0.059585781759237455,107,44,0.428,10,False,-0.022,-0.17526705335893333,0.92421875
54,400984bc1e91,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""prev_return_max"": 0.0}",,0.02,20.0,18482,15894.33950381455,0.589433950381455,0.02612995305842536,0.35006315540715566,-0.3320760779335372,6477,2421,1.4307488402915838,10,False,-0.11028595490546582,10909.840113180644,0.09098401131806444,0.029412590966968244,0.39748275159755664,-0.1250230357428811,1195,395,1.5785997357992074,10,False,-0.043170811292702255,5800.033557854233,-0.4199966442145767,-0.166444860364808,-1.7821699796865331,-0.4463218682324236,1436,438,1.9045092838196287,10,False,-0.05596621165495238,9279.723301103995,-0.07202766988960052,-0.0725824564064711,-0.7021051985059344,-0.09419016906980937,531,146,2.124,10,False,-0.03976800405787297,-0.04741959619040098,0.9239107572115385
55,d8d466b71634,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.05}",,,20.0,5586,31850.285762800442,2.185028576280044,0.06661161531997895,0.48948119966863307,-0.3737782003388923,1860,653,0.41086812458581845,10,False,-0.11440633558164284,11307.926077963923,0.13079260779639235,0.04176752220002333,0.38792479910256783,-0.14111394231618435,377,126,0.49801849405548215,10,False,-0.08517921068656048,10849.385560037688,0.08493855600376876,0.027621113470682968,0.303298531816282,-0.1762668332804831,323,138,0.42838196286472147,10,False,-0.04055826517662038,13031.7253555378,0.30317253555378,0.3059361201865094,1.5645281343342718,-0.032295055126585925,111,43,0.444,10,False,-0.01357140177390379,-0.10155640056606524,0.9238656850961539
56,33396e7dba68,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""prev_return_max"": null}",,0.08,20.0,65853,38383.134380174175,2.8383134380174173,0.07774685415102822,0.45878191346861985,-0.5290504026718323,17027,3848,3.76121051468964,10,False,-0.1366351472419785,12673.407404131913,0.26734074041319134,0.08206286076415759,0.4734638465631131,-0.20687787970832172,3460,658,4.5706737120211365,10,False,-0.08050392382133971,5712.109741112357,-0.4287890258887642,-0.17068953291202293,-0.7894723537746641,-0.49311884022439056,4137,697,5.486737400530504,10,False,-0.0633804838697647,8764.794083189345,-0.12352059168106555,-0.12444455918608854,-0.47275774149875666,-0.26994380556071995,1364,233,5.456,10,False,-0.06231805802495697,-0.014681933094493227,0.9236929086538462
57,9094d8f9d107,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.03, ""min_adv20"": 50000000.0, ""mom3_min"": null, ""prev_return_min"": 0.03}",0.02,0.08,20.0,5306,12327.45547730021,0.23274554773002087,0.011715867517214873,0.2509278294782937,-0.15159214545662192,1709,673,0.3775127015683676,10,False,-0.022,10587.9899832483,0.05879899832483004,0.01920195412422676,0.3152356809218822,-0.06934158107799526,371,142,0.4900924702774108,10,False,-0.022,10686.087627975916,0.06860876279759154,0.02242562222647959,0.6629481650163633,-0.040654205701826984,314,129,0.41644562334217505,10,False,-0.017123682039337333,9251.321466350402,-0.07486785336495982,-0.07544361470351835,-1.9490067285409751,-0.07946874337995169,107,57,0.428,10,False,-0.022,-0.06430785144358853,0.9235652043269231
58,bc285654537b,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""prev_return_max"": 0.0}",,,20.0,34863,38274.89153501608,2.8274891535016082,0.07757744201176409,0.45639087275130524,-0.4657235633452599,10028,2964,2.215153523304617,10,False,-0.1487492497994693,12567.289686358527,0.2567289686358527,0.07903825635692452,0.5151185011171089,-0.19721831004283452,2030,524,2.6816380449141346,10,False,-0.06620893445699566,5819.805204388345,-0.4180194795611655,-0.16549625914259292,-0.8815870010693034,-0.4795870553949425,2532,567,3.3580901856763927,10,False,-0.06129574702629674,10513.717181292432,0.05137171812924324,0.05179315627237413,0.3379824361071669,-0.16495356434582187,814,188,3.256,10,False,-0.04909325137930075,-0.05872762836580364,0.9233548677884614
59,09083fc9d5b0,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.05, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.08}",0.04,0.08,20.0,893,12712.04902571723,0.2712049025717229,0.013447518752367271,0.37496177932533314,-0.060592800324751006,304,133,0.06715263971725205,10,False,-0.026361532899493854,12092.347042039386,0.20923470420393864,0.06528840969096339,0.8595704714670135,-0.032369098109716665,94,22,0.12417437252311757,10,False,-0.023642706047295278,10062.889282647318,0.006288928264731819,0.0020974848998356332,0.22176063209065425,-0.012547154088000001,10,10,0.013262599469496022,1,False,-0.004200000000000001,9528.308930698146,-0.04716910693018539,-0.04753734558555334,-1.1276049184269052,-0.04716910693018539,12,3,0.048,10,False,-0.042,-0.48460869214168034,0.9233360877403847
60,1af11369c7c2,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.03, ""min_adv20"": 20000000.0, ""prev_return_max"": -0.05}",,,20.0,3827,36999.97853946088,2.699997853946088,0.07554727779068937,0.5670046498009743,-0.3052034213886783,1335,505,0.29489728296885354,10,False,-0.10911905776559479,11344.86922427503,0.13448692242750293,0.04289928061824333,0.4270043299111184,-0.13927422303285064,274,80,0.3619550858652576,10,False,-0.08517921068656048,10299.663747112694,0.029966374711269506,0.009917009000822707,0.15414546587830005,-0.14354565432356148,162,77,0.21485411140583555,10,False,-0.039991840763981455,11668.709385286664,0.1668709385286664,0.16831245410298967,1.4207250932825226,-0.023073050117470184,66,32,0.264,10,False,-0.013264238896935709,-0.1400003198898559,0.9233323317307693
61,a464fecfbcff,strength_pullback,"{""family"": ""strength_pullback"", ""gap_max"": -0.02, ""min_adv20"": 20000000.0, ""mom3_min"": null, ""prev_return_min"": 0.05}",,0.08,20.0,6747,18545.331606635013,0.8545331606635012,0.03497902517107043,0.37229842989258716,-0.20074498704496246,2130,785,0.47051027170311466,10,False,-0.10563024028866966,12400.68648101176,0.240068648101176,0.0742551106928091,0.7130224853612075,-0.08390162201340023,378,117,0.49933949801849403,10,False,-0.05962165798259186,10078.600102937753,0.007860010293775366,0.002620109386799019,0.07314984458984741,-0.1454096358517578,320,118,0.4244031830238727,10,False,-0.03664927451746695,9181.924231468005,-0.0818075768531995,-0.0824342921646819,-1.2561039002238927,-0.11785270544312731,93,47,0.372,10,False,-0.05415036026383071,-0.34072405546862033,0.9233285757211538
62,c0e953636eed,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.02, ""min_adv20"": 50000000.0, ""prev_return_max"": -0.05}",,0.08,20.0,5586,22887.59858431296,1.288759858431296,0.0471707618095234,0.4461345171185122,-0.3091228017686587,1860,653,0.41086812458581845,10,False,-0.11440633558164284,13047.079499783862,0.30470794997838624,0.09258081850595423,0.7991666689083672,-0.10748423811138719,377,126,0.49801849405548215,10,False,-0.07462597171191593,10919.265558146039,0.09192655581460385,0.029828513767882647,0.38178061808981995,-0.1687122857564698,323,138,0.42838196286472147,10,False,-0.04055826517662038,12120.811034316841,0.21208110343168407,0.21394758087063237,1.6314477169542827,-0.032295055126585814,111,43,0.444,10,False,-0.01357140177390379,-0.353032151789855,0.9231370192307693
