policy_rank,variant_id,family,base_config_json,stop_loss,take_profit,leverage,max_positions,is_frozen_policy,train_final_equity,train_total_return,train_cagr,train_sharpe,train_max_drawdown,train_trades,train_traded_days,train_average_positions,train_max_positions_used,train_blown_up,train_worst_day,validation_final_equity,validation_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_trades,validation_traded_days,validation_average_positions,validation_max_positions_used,validation_blown_up,validation_worst_day,diagnostic_2025_final_equity,diagnostic_2025_total_return,diagnostic_2025_cagr,diagnostic_2025_sharpe,diagnostic_2025_max_drawdown,diagnostic_2025_trades,diagnostic_2025_traded_days,diagnostic_2025_average_positions,diagnostic_2025_max_positions_used,diagnostic_2025_blown_up,diagnostic_2025_worst_day,y2021_return,y2021_sharpe,y2021_max_drawdown,y2021_trades,y2022_return,y2022_sharpe,y2022_max_drawdown,y2022_trades,y2023_return,y2023_sharpe,y2023_max_drawdown,y2023_trades,y2024_return,y2024_sharpe,y2024_max_drawdown,y2024_trades,y2025_return,y2025_sharpe,y2025_max_drawdown,y2025_trades,all_2021_2025_final_equity,all_2021_2025_total_return,all_2021_2025_cagr,all_2021_2025_sharpe,all_2021_2025_max_drawdown,all_2021_2025_trades,all_2021_2025_traded_days,all_2021_2025_average_positions,all_2021_2025_max_positions_used,all_2021_2025_blown_up,all_2021_2025_worst_day,policy_sharpe_stability,policy_positive_year_share_2021_2024,policy_worst_year_return_2021_2024,policy_selection_score
1791,2dcede8980c5,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,0.06,3.0,7,True,17039.74496803057,0.7039744968030568,0.19525825381260153,0.9177078561358599,-0.22017832994927622,131,65,0.17397078353253653,7,False,-0.14375014778418485,11678.300952065429,0.1678300952065428,0.16711416529138723,1.0293018186756007,-0.06951777957986582,36,23,0.1422924901185771,7,False,-0.03829565018573095,16448.030257114173,0.6448030257114172,0.6513639799312574,2.0090964539231337,-0.049825438197465544,49,21,0.196,7,False,-0.031154926668947893,0.13542570866232073,0.9565475131710166,-0.07347054840893719,30,0.20712232787424623,0.7549534841224014,-0.22017832994927622,67,0.24323458755137706,1.4126630045628399,-0.12072406029214688,34,0.1678300952065428,1.0293018186756007,-0.06951777957986582,36,0.6448030257114172,2.0090964539231337,-0.049825438197465544,49,32730.80220059886,2.273080220059886,0.26858428690221703,1.1865986550836471,-0.22017832994927622,216,109,0.17197452229299362,7,False,-0.14375014778418485,-0.11159396253974074,1.0,0.13542570866232073,0.3649350358422939
1716,6616ec9875f0,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.15}",,0.08,2.5,5,True,18642.25661877668,0.8642256618776678,0.23175799084341797,0.9702531378406443,-0.15060403878256878,96,48,0.12749003984063745,5,False,-0.10149016533438919,11436.725745705842,0.14367257457058424,0.14306589003120007,0.9813517194611564,-0.0691313010976744,21,14,0.08300395256916997,5,False,-0.044678258550019445,17604.884952955665,0.7604884952955664,0.7684722800732429,2.150918521300971,-0.04970814439910287,40,19,0.16,5,False,-0.036347414447105875,0.15732709267393008,0.9402086536469223,-0.08571563981042662,22,0.33210094583351646,1.005373274839434,-0.150604038782569,47,0.20921973189166154,1.1206881314981314,-0.14347167500482472,27,0.14367257457058424,0.9813517194611564,-0.0691313010976744,21,0.7604884952955664,2.150918521300971,-0.04970814439910287,40,37534.73724766056,2.753473724766056,0.30392483504525014,1.2343168738306003,-0.15060403878256878,157,81,0.125,5,False,-0.10149016533438919,-0.011098581620512138,1.0,0.14367257457058424,0.38123879928315413
