signal_rank,variant_id,family,base_config_json,stop_loss,take_profit,raw_candidates,train_final_equity,train_total_return,train_cagr,train_sharpe,train_max_drawdown,train_trades,train_traded_days,train_average_positions,train_max_positions_used,train_blown_up,train_worst_day,validation_final_equity,validation_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_trades,validation_traded_days,validation_average_positions,validation_max_positions_used,validation_blown_up,validation_worst_day,diagnostic_2025_final_equity,diagnostic_2025_total_return,diagnostic_2025_cagr,diagnostic_2025_sharpe,diagnostic_2025_max_drawdown,diagnostic_2025_trades,diagnostic_2025_traded_days,diagnostic_2025_average_positions,diagnostic_2025_max_positions_used,diagnostic_2025_blown_up,diagnostic_2025_worst_day,y2021_return,y2021_sharpe,y2021_max_drawdown,y2021_trades,y2022_return,y2022_sharpe,y2022_max_drawdown,y2022_trades,y2023_return,y2023_sharpe,y2023_max_drawdown,y2023_trades,y2024_return,y2024_sharpe,y2024_max_drawdown,y2024_trades,y2025_return,y2025_sharpe,y2025_max_drawdown,y2025_trades,signal_sharpe_stability,signal_positive_year_share_2021_2024,signal_worst_year_return_2021_2024,signal_selection_score
11,3587d6ad37b2,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,,326,12447.972114772487,0.24479721147724876,0.07603358966370899,0.7734500230355152,-0.06283166446795463,127,49,0.16865869853917662,10,False,-0.04248727317937121,10407.53703301649,0.04075370330164896,0.04058939580333032,0.8063951545521967,-0.016260269943452532,29,15,0.11462450592885376,10,False,-0.008935651710003888,11814.407267158404,0.18144072671584044,0.1830176750446586,1.6195242484384058,-0.013686835570762224,53,20,0.212,10,False,-0.013686835570762135,0.04784263527975674,1.1998874210625445,-0.01714312796208528,29,0.1516670136571141,1.0419449056044363,-0.062424951502738635,67,0.03151515643511171,0.3948120292544689,-0.06283166446795452,31,0.04075370330164896,0.8063951545521967,-0.016260269943452532,29,0.18144072671584044,1.6195242484384058,-0.013686835570762224,53,-0.032945131516681436,1.0,0.03151515643511171,0.947355238095238
12,740a4d43b9a7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,,425,12751.522153537575,0.27515221535375756,0.08474468750645503,0.8816391079763222,-0.06340824452876537,146,65,0.19389110225763612,10,False,-0.04013576297052877,10540.158033613552,0.05401580336135514,0.0537966598334787,0.9946929347381767,-0.018741696567172506,39,23,0.1541501976284585,10,False,-0.008935651710003888,11766.941169919573,0.17669411699195736,0.17822678323521512,1.5545233267124754,-0.016891668275631155,55,21,0.22,10,False,-0.01689166827563112,0.03882656357626968,1.0262344130492014,-0.01714312796208528,33,0.14894876700491588,1.082560836070382,-0.06340824452876548,76,0.06836172340533397,0.7734820727983774,-0.059962325501418,37,0.05401580336135514,0.9946929347381767,-0.018741696567172506,39,0.17669411699195736,1.5545233267124754,-0.016891668275631155,55,-0.11305382676185449,1.0,0.03882656357626968,0.9471263492063492
13,bf49567ff02c,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,191,12034.451382681726,0.20344513826817257,0.0639361695929499,0.717025649863035,-0.04957394815494698,78,41,0.10358565737051793,10,False,-0.034326554894537585,10596.574842658642,0.05965748426586415,0.05941481393748149,1.1433176935293952,-0.009156744752314094,26,15,0.10276679841897234,10,False,-0.007603250896649904,11358.990719048292,0.1358990719048292,0.1370575930088329,1.272685885075393,-0.010249143619115109,36,14,0.144,10,False,-0.006758472194223553,0.027955107499478826,0.9213377776933155,-0.019515390899610074,22,0.11775981272594471,0.9129341437490393,-0.038509421464883786,35,0.04737850522791587,0.586249811055164,-0.04957394815494687,21,0.05965748426586415,1.1433176935293952,-0.009156744752314094,26,0.1358990719048292,1.272685885075393,-0.010249143619115109,36,-0.4262920436663602,1.0,0.027955107499478826,0.9467053968253968
14,0f96bc429878,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,0.06,216,11366.722928492114,0.13667229284921145,0.04380404645525626,0.7979031193357328,-0.05022851739274703,103,44,0.13678618857901725,10,False,-0.04248727317937121,10454.973244810772,0.04549732448107724,0.04531347907107497,0.9828755454298478,-0.015695211878756776,25,14,0.09881422924901186,10,False,-0.008935651710003888,10976.090687229138,0.09760906872291386,0.09842717335316276,1.3788635962530182,-0.016453403562046498,46,18,0.184,10,False,-0.01645340356204662,0.030989756690564585,0.9703773629050955,-0.01714312796208528,26,0.06302806673991146,0.7768333037870674,-0.05022851739274725,52,0.03713715343520474,1.0235933145988911,-0.03099278999362698,25,0.04549732448107724,0.9828755454298478,-0.015695211878756776,25,0.09760906872291386,1.3788635962530182,-0.016453403562046498,46,-0.18497242609411502,1.0,0.030989756690564585,0.9464660317460318
15,3ff8a1a39b3e,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,,316,12412.483144546008,0.2412483144546007,0.0750059554822522,0.7698058648097401,-0.06283166446795463,120,47,0.1593625498007968,10,False,-0.04248727317937121,10407.53703301649,0.04075370330164896,0.04058939580333032,0.8063951545521967,-0.016260269943452532,29,15,0.11462450592885376,10,False,-0.008935651710003888,11620.835172762094,0.1620835172762094,0.16348085133859436,1.5515496845617294,-0.013686835570762224,52,20,0.208,10,False,-0.013686835570762135,0.046211038752010936,1.1611905413507047,-0.01714312796208517,28,0.1576491123175543,1.0780915245109535,-0.05401526190171935,64,0.024855015030774696,0.3294869639364878,-0.06283166446795485,28,0.04075370330164896,0.8063951545521967,-0.016260269943452532,29,0.1620835172762094,1.5515496845617294,-0.013686835570762224,52,-0.036589289742456566,1.0,0.024855015030774696,0.946371111111111
16,7aa4d3414d11,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.15}",,0.08,271,11711.293158655868,0.17112931586558688,0.05428831431820913,0.7935005287226584,-0.05855650976656679,120,48,0.1593625498007968,10,False,-0.04248727317937121,10491.845465374323,0.049184546537432317,0.048985455747351025,1.080164898626837,-0.01402299993134215,26,14,0.10276679841897234,10,False,-0.008935651710003888,11317.686568968473,0.13176865689684725,0.13288994899729412,1.6146937519257978,-0.012453403562046494,50,19,0.2,10,False,-0.01245340356204662,0.040368123724062954,1.145442767667585,-0.01714312796208528,27,0.093368537718441,0.8798606593640511,-0.05855650976656679,63,0.02955900752802143,0.7540839140832214,-0.029518373646801543,30,0.049184546537432317,1.080164898626837,-0.01402299993134215,26,0.13176865689684725,1.6146937519257978,-0.012453403562046494,50,-0.28666436990417865,1.0,0.02955900752802143,0.9462038095238097
17,8c9f92764ea7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,,397,12321.624681688696,0.23216246816886965,0.07236607826804153,0.775055629389698,-0.06425546918111347,127,50,0.16865869853917662,10,False,-0.04013576297052877,10465.338702748566,0.04653387027485656,0.046345744273101674,0.8807665201063708,-0.01626026994345242,32,16,0.12648221343873517,10,False,-0.008935651710003888,11878.4021528449,0.18784021528449002,0.1894771093856853,1.6453480568262864,-0.016891668275631155,53,19,0.212,10,False,-0.01689166827563112,0.035780930711440506,0.9831627924638244,-0.01714312796208528,26,0.1464379929505215,1.0682062975876556,-0.057593609057356776,70,0.037646665240087085,0.47001395290716075,-0.06425546918111336,31,0.04653387027485656,0.8807665201063708,-0.01626026994345242,32,0.18784021528449002,1.6453480568262864,-0.016891668275631155,53,-0.10571089071667283,1.0,0.035780930711440506,0.9461285714285714
18,21bd42addbfb,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,0.08,301,11760.427407263433,0.17604274072634318,0.05576653496950068,0.806411750284692,-0.052741600378058306,125,49,0.16600265604249667,10,False,-0.04248727317937121,10357.445029563534,0.03574450295635345,0.035600734835338876,0.7907841536008702,-0.016541784215440947,27,14,0.1067193675889328,10,False,-0.008935651710003888,11347.666953045415,0.13476669530454144,0.13591499778556337,1.6480892634265396,-0.012453403562046717,52,20,0.208,10,False,-0.01245340356204662,0.04452391457765148,1.1874796857226257,-0.01714312796208528,29,0.09869533224258764,0.9260313487021646,-0.05274160037805875,65,0.024772443110244735,0.6090767137762683,-0.0333838346369828,31,0.03574450295635345,0.7907841536008702,-0.016541784215440947,27,0.13476669530454144,1.6480892634265396,-0.012453403562046717,52,-0.015627596683821854,1.0,0.024772443110244735,0.9459241269841271
19,72c27ae8dadb,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,0.08,216,11617.878598530913,0.1617878598530913,0.051466485414604746,0.8127557313801663,-0.04833992824459232,103,44,0.13678618857901725,10,False,-0.04248727317937121,10474.051349146048,0.04740513491460474,0.04721340775154448,1.0366410505295474,-0.015695211878756554,25,14,0.09881422924901186,10,False,-0.008935651710003888,11159.53231391449,0.11595323139144886,0.11693310184004035,1.5052114917682056,-0.012453403562046494,46,18,0.184,10,False,-0.01245340356204662,0.03584596604790202,1.0284775257764802,-0.01714312796208528,26,0.0868839124600782,0.8915447397562447,-0.04833992824459188,52,0.03192585604339193,0.8798234285366457,-0.030992789993626868,25,0.04740513491460474,1.0366410505295474,-0.015695211878756554,25,0.11595323139144886,1.5052114917682056,-0.012453403562046494,46,-0.22388531914938103,1.0,0.03192585604339193,0.9459130158730159
20,b42eebb59383,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,0.08,316,11731.634443643507,0.1731634443643506,0.054900788404282475,0.7909974321704328,-0.05032525312350833,120,47,0.1593625498007968,10,False,-0.04248727317937121,10360.30833075897,0.03603083307589694,0.0358858934720967,0.796551196949111,-0.01654178421544128,29,15,0.11462450592885376,10,False,-0.008935651710003888,11347.666953045415,0.13476669530454144,0.13591499778556337,1.6480892634265396,-0.012453403562046717,52,20,0.208,10,False,-0.01245340356204662,0.042897485632318766,1.1464146005510298,-0.01714312796208517,28,0.10588783815853997,0.9621330465996312,-0.05032525312350822,64,0.017198754083078693,0.5080295119156581,-0.029518373646801432,28,0.03603083307589694,0.796551196949111,-0.01654178421544128,29,0.13476669530454144,1.6480892634265396,-0.012453403562046717,52,-0.005553764778678194,1.0,0.017198754083078693,0.9459003174603176
21,f1f3f33bc23c,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.15}",,,271,12385.448642616293,0.23854486426162924,0.07422182005879563,0.7678726713116991,-0.06283166446795485,120,48,0.1593625498007968,10,False,-0.04248727317937121,10539.673795361845,0.05396737953618458,0.053748437430593876,1.0593138693975055,-0.01402299993134215,26,14,0.10276679841897234,10,False,-0.008935651710003888,11692.694290904477,0.16926942909044773,0.17073313920214583,1.5678099314345713,-0.013686835570762224,50,19,0.2,10,False,-0.013686835570762135,0.04368436550708643,1.165968968474391,-0.01714312796208528,27,0.1450530550225011,1.0144734448783754,-0.062424951502738524,63,0.03637506472905372,0.4535455253763418,-0.06283166446795452,30,0.05396737953618458,1.0593138693975055,-0.01402299993134215,26,0.16926942909044773,1.5678099314345713,-0.013686835570762224,50,-0.2914411980858064,1.0,0.03637506472905372,0.9456663492063493
22,2dcede8980c5,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,0.06,425,11597.319362961964,0.15973193629619642,0.05084341522620295,0.8453645378451882,-0.06052653258140783,146,65,0.19389110225763612,10,False,-0.04013576297052877,10505.8687902876,0.05058687902876002,0.050381976683732566,1.0702520861722309,-0.016343934936528304,39,23,0.1541501976284585,10,False,-0.008935651710003888,11207.59079327569,0.12075907932756902,0.12178173352844412,1.5241555109533262,-0.019843286101046798,55,21,0.22,10,False,-0.019843286101046947,0.03473955059754075,1.0285917142988068,-0.01714312796208528,33,0.07801007920151926,0.86366013163504,-0.06052653258140772,76,0.03968971070581895,1.0339779837870482,-0.028744480460112354,37,0.05058687902876002,1.0702520861722309,-0.016343934936528304,39,0.12075907932756902,1.5241555109533262,-0.019843286101046798,55,-0.22488754832704272,1.0,0.03473955059754075,0.9456482539682539
23,a8e299a13d10,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,0.08,325,11848.98367230236,0.184898367230236,0.058420437098642974,0.8264448998626658,-0.052741600378058306,126,49,0.16733067729083664,10,False,-0.04248727317937121,10360.30833075897,0.03603083307589694,0.0358858934720967,0.796551196949111,-0.01654178421544128,29,15,0.11462450592885376,10,False,-0.008935651710003888,11434.251656910259,0.14342516569102592,0.1446518337560443,1.6936010603013167,-0.012453403562046717,53,20,0.212,10,False,-0.01245340356204662,0.04452391457765148,1.1874796857226257,-0.01714312796208528,29,0.10696853113831994,0.9730323287418036,-0.05274160037805875,66,0.024772443110244735,0.6090767137762683,-0.0333838346369828,31,0.03603083307589694,0.796551196949111,-0.01654178421544128,29,0.14342516569102592,1.6936010603013167,-0.012453403562046717,53,-0.029893702913554754,1.0,0.024772443110244735,0.9453860317460318
24,9cc6088b4922,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,0.08,302,11688.233991221245,0.1688233991221244,0.053593148490468145,0.7753219779507033,-0.05855650976656679,126,49,0.16733067729083664,10,False,-0.04248727317937121,10357.445029563534,0.03574450295635345,0.035600734835338876,0.7907841536008702,-0.016541784215440947,27,14,0.1067193675889328,10,False,-0.008935651710003888,11347.666953045415,0.13476669530454144,0.13591499778556337,1.6480892634265396,-0.012453403562046717,52,20,0.208,10,False,-0.01245340356204662,0.04452391457765148,1.1874796857226257,-0.01714312796208528,29,0.09195080107229958,0.8663892443463498,-0.05855650976656679,66,0.024772443110244735,0.6090767137762683,-0.0333838346369828,31,0.03574450295635345,0.7907841536008702,-0.016541784215440947,27,0.13476669530454144,1.6480892634265396,-0.012453403562046717,52,-0.015462175650166832,1.0,0.024772443110244735,0.9453152380952382
25,142c6bb533c2,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,,302,12360.507597291813,0.23605075972918121,0.0734973947596691,0.7561312126024861,-0.06283166446795452,126,49,0.16733067729083664,10,False,-0.04248727317937121,10404.66067912075,0.040466067912074966,0.040302942386595486,0.801209930080288,-0.016260269943452643,27,14,0.1067193675889328,10,False,-0.008935651710003888,11723.668064882002,0.17236680648820024,0.17385923707887763,1.5933872626789338,-0.013686835570762224,52,20,0.208,10,False,-0.013686835570762135,0.04784263527975674,1.1998874210625445,-0.01714312796208528,29,0.14357493257602072,1.0047400635883987,-0.062424951502738635,66,0.03151515643511171,0.3948120292544689,-0.06283166446795452,31,0.040466067912074966,0.801209930080288,-0.016260269943452643,27,0.17236680648820024,1.5933872626789338,-0.013686835570762224,52,-0.0450787174778019,1.0,0.03151515643511171,0.9453079365079365
26,c6f475cac1ef,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,,427,12673.244731117276,0.2673244731117277,0.08251164700086888,0.8594700249733954,-0.06915767487877666,147,65,0.1952191235059761,10,False,-0.04013576297052877,10540.158033613552,0.05401580336135514,0.0537966598334787,0.9946929347381767,-0.018741696567172506,39,23,0.1541501976284585,10,False,-0.008935651710003888,11766.941169919573,0.17669411699195736,0.17822678323521512,1.5545233267124754,-0.016891668275631155,55,21,0.22,10,False,-0.01689166827563112,0.03882656357626968,1.0262344130492014,-0.01714312796208528,33,0.14189574644068692,1.0355222268764372,-0.06915767487877655,77,0.06836172340533397,0.7734820727983774,-0.059962325501418,37,0.05401580336135514,0.9946929347381767,-0.018741696567172506,39,0.17669411699195736,1.5545233267124754,-0.016891668275631155,55,-0.13522290976478124,1.0,0.03882656357626968,0.9450685714285715
27,f8b9a54210ed,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.15}",,,262,12349.785621804633,0.2349785621804632,0.07318567062347214,0.7635148898336734,-0.06283166446795485,113,46,0.150066401062417,10,False,-0.04248727317937121,10539.673795361845,0.05396737953618458,0.053748437430593876,1.0593138693975055,-0.01402299993134215,26,14,0.10276679841897234,10,False,-0.008935651710003888,11499.63361138848,0.149963361138848,0.15124955568307663,1.4758992692599444,-0.013686835570762224,49,19,0.196,10,False,-0.013686835570762135,0.04205924382422044,1.1248907003712365,-0.01714312796208517,26,0.15100079882809192,1.0511206604687777,-0.05401526190171968,60,0.029654171470982593,0.38795799214119775,-0.06283166446795474,27,0.05396737953618458,1.0593138693975055,-0.01402299993134215,26,0.149963361138848,1.4758992692599444,-0.013686835570762224,49,-0.29579897956383205,1.0,0.029654171470982593,0.9448892063492064
28,3b47dea5c5a8,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.15}",,0.08,262,11666.599890888174,0.1666599890888174,0.05294011410001964,0.787269612108156,-0.05032525312350833,113,46,0.150066401062417,10,False,-0.04248727317937121,10491.845465374323,0.049184546537432317,0.048985455747351025,1.080164898626837,-0.01402299993134215,26,14,0.10276679841897234,10,False,-0.008935651710003888,11231.330620731347,0.12313306207313479,0.12417691192260727,1.5506733994818722,-0.012453403562046494,49,19,0.196,10,False,-0.01245340356204662,0.03874816576368412,1.1018657459324646,-0.01714312796208517,26,0.09904781687403874,0.9284852181794802,-0.05032525312350822,60,0.02192128767340673,0.6686263768396972,-0.029518373646801432,27,0.049184546537432317,1.080164898626837,-0.01402299993134215,26,0.12313306207313479,1.5506733994818722,-0.012453403562046494,49,-0.292895286518681,1.0,0.02192128767340673,0.9447987301587301
29,6fa15aecff31,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,192,11960.541774884776,0.19605417748847764,0.061744953709131245,0.6936648437945131,-0.049573948154946534,79,41,0.1049136786188579,10,False,-0.034326554894537585,10596.574842658642,0.05965748426586415,0.05941481393748149,1.1433176935293952,-0.009156744752314094,26,15,0.10276679841897234,10,False,-0.007603250896649904,11358.990719048292,0.1358990719048292,0.1370575930088329,1.272685885075393,-0.010249143619115109,36,14,0.144,10,False,-0.006758472194223553,0.027955107499478826,0.9213377776933155,-0.019515390899610074,22,0.110895088548435,0.8640034256898365,-0.04441441782078359,36,0.04737850522791587,0.586249811055164,-0.04957394815494687,21,0.05965748426586415,1.1433176935293952,-0.009156744752314094,26,0.1358990719048292,1.272685885075393,-0.010249143619115109,36,-0.44965284973488207,1.0,0.027955107499478826,0.9443003174603174
30,1e6700476f17,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.2}",,,292,12325.267987011526,0.23252679870115256,0.07247218269644273,0.7523626098307703,-0.06283166446795474,119,47,0.15803452855245684,10,False,-0.04248727317937121,10404.66067912075,0.040466067912074966,0.040302942386595486,0.801209930080288,-0.016260269943452643,27,14,0.1067193675889328,10,False,-0.008935651710003888,11530.095970485696,0.15300959704856965,0.15432362839110803,1.502813306883653,-0.013686835570762224,51,20,0.204,10,False,-0.013686835570762135,0.046211038752010936,1.1611905413507047,-0.01714312796208517,28,0.14951499857700168,1.0413512404876253,-0.05401526190171935,63,0.024855015030774696,0.3294869639364878,-0.06283166446795485,28,0.040466067912074966,0.801209930080288,-0.016260269943452643,27,0.15300959704856965,1.502813306883653,-0.013686835570762224,51,-0.048847320249517656,1.0,0.024855015030774696,0.9442800000000001
31,7875f7bc4c9c,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,0.08,425,11923.367611885973,0.19233676118859733,0.06063943600284949,0.8638547229370044,-0.060526532581408055,146,65,0.19389110225763612,10,False,-0.04013576297052877,10498.746461663522,0.04987464616635218,0.04967269638252003,1.006071091066267,-0.018741696567172506,39,23,0.1541501976284585,10,False,-0.008935651710003888,11397.77879737614,0.13977787973761413,0.140971472407718,1.5744572823377625,-0.017843286101047018,55,21,0.22,10,False,-0.017843286101046945,0.034191167846176596,0.9653634042916813,-0.01714312796208528,33,0.10589838993725276,0.9797372369306253,-0.06052653258140772,76,0.042516371291357435,0.9590761911532694,-0.02934104023876294,37,0.04987464616635218,1.006071091066267,-0.018741696567172506,39,0.13977787973761413,1.5744572823377625,-0.017843286101047018,55,-0.14221636812926253,1.0,0.034191167846176596,0.9441952380952381
32,b9f46b79ae9e,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.15}",,0.06,271,11374.149754455726,0.13741497544557268,0.04403223725965155,0.7496042716064818,-0.060421556260549125,120,48,0.1593625498007968,10,False,-0.04248727317937121,10472.73494970224,0.04727349497022404,0.04708231209199076,1.0253411343849366,-0.014022999931342262,26,14,0.10276679841897234,10,False,-0.008935651710003888,11088.39937421434,0.10883993742143394,0.10975678903850472,1.4723509558299148,-0.01645340356204672,50,19,0.2,10,False,-0.01645340356204662,0.035490713777890814,1.0973027663041837,-0.01714312796208528,27,0.06348732505008026,0.7166679115571459,-0.060421556260549125,63,0.03285751848978369,0.935824431234357,-0.029518373646801432,30,0.04727349497022404,1.0253411343849366,-0.014022999931342262,26,0.10883993742143394,1.4723509558299148,-0.01645340356204672,50,-0.27573686277845477,1.0,0.03285751848978369,0.9441057142857143
33,457444b0146d,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,186,11936.561490436348,0.19365614904363482,0.061032069258202926,0.6899722419387427,-0.05391453546137903,73,37,0.09694555112881806,10,False,-0.034326554894537585,10596.574842658642,0.05965748426586415,0.05941481393748149,1.1433176935293952,-0.009156744752314094,26,15,0.10276679841897234,10,False,-0.007603250896649904,11358.990719048292,0.1358990719048292,0.1370575930088329,1.272685885075393,-0.010249143619115109,36,14,0.144,10,False,-0.006758472194223553,0.02635447785566991,0.871071225891367,-0.019515390899610185,21,0.1213791734778471,0.9380028686990224,-0.038286667550664566,34,0.03712086645523782,0.47620077541976413,-0.05391453546137903,18,0.05965748426586415,1.1433176935293952,-0.009156744752314094,26,0.1358990719048292,1.272685885075393,-0.010249143619115109,36,-0.4533454515906524,1.0,0.02635447785566991,0.9438482539682539
