signal_rank,variant_id,family,base_config_json,stop_loss,take_profit,raw_candidates,train_final_equity,train_total_return,train_cagr,train_sharpe,train_max_drawdown,train_trades,train_traded_days,train_average_positions,train_max_positions_used,train_blown_up,train_worst_day,validation_final_equity,validation_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_trades,validation_traded_days,validation_average_positions,validation_max_positions_used,validation_blown_up,validation_worst_day,diagnostic_2025_final_equity,diagnostic_2025_total_return,diagnostic_2025_cagr,diagnostic_2025_sharpe,diagnostic_2025_max_drawdown,diagnostic_2025_trades,diagnostic_2025_traded_days,diagnostic_2025_average_positions,diagnostic_2025_max_positions_used,diagnostic_2025_blown_up,diagnostic_2025_worst_day,y2021_return,y2021_sharpe,y2021_max_drawdown,y2021_trades,y2022_return,y2022_sharpe,y2022_max_drawdown,y2022_trades,y2023_return,y2023_sharpe,y2023_max_drawdown,y2023_trades,y2024_return,y2024_sharpe,y2024_max_drawdown,y2024_trades,y2025_return,y2025_sharpe,y2025_max_drawdown,y2025_trades,signal_sharpe_stability,signal_positive_year_share_2021_2024,signal_worst_year_return_2021_2024,signal_selection_score
48,a85971bf43f9,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,0.08,210,11501.70017974284,0.15017001797428398,0.04793587306836922,0.7682961993663694,-0.04569823106160398,97,42,0.12881806108897742,10,False,-0.04248727317937121,10474.051349146048,0.04740513491460474,0.04721340775154448,1.0366410505295474,-0.015695211878756554,25,14,0.09881422924901186,10,False,-0.008935651710003888,11159.53231391449,0.11595323139144886,0.11693310184004035,1.5052114917682056,-0.012453403562046494,46,18,0.184,10,False,-0.01245340356204662,0.03423304954252204,0.9845157457841848,-0.01714312796208517,25,0.08582282736055546,0.8792938452931874,-0.04569823106160409,50,0.024199744169033144,0.7724452986245139,-0.03099278999362698,22,0.04740513491460474,1.0366410505295474,-0.015695211878756554,25,0.11595323139144886,1.5052114917682056,-0.012453403562046494,46,-0.26834485116317797,1.0,0.024199744169033144,0.9406419047619048
49,dd9772fa96f3,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,174,11617.432431875339,0.16174324318753386,0.05145297163525542,0.5939716806991499,-0.05391453546137892,67,32,0.08897742363877822,10,False,-0.034326554894537585,10446.499102595511,0.04464991025955123,0.04446956138519287,0.8759311882506102,-0.009156744752313761,21,10,0.08300395256916997,10,False,-0.007603250896649904,11412.078110354334,0.14120781103543334,0.14241435981898842,1.318957709945709,-0.0067584721942236525,35,13,0.14,10,False,-0.006758472194223553,0.023422992954423183,0.7908219385655352,-0.01714312796208528,18,0.11129545690503528,0.8695624785641666,-0.03828666755066501,32,0.021469600773607045,0.2981818368469435,-0.05391453546137903,17,0.04464991025955123,0.8759311882506102,-0.009156744752313761,21,0.14120781103543334,1.318957709945709,-0.0067584721942236525,35,-0.2819595075514604,1.0,0.021469600773607045,0.9402187301587301
50,3d976cab594d,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,0.06,210,11256.3307227744,0.12563307227744014,0.04040046504722139,0.7408729141274902,-0.04829918502755426,97,42,0.12881806108897742,10,False,-0.04248727317937121,10454.973244810772,0.04549732448107724,0.04531347907107497,0.9828755454298478,-0.015695211878756776,25,14,0.09881422924901186,10,False,-0.008935651710003888,10976.090687229138,0.09760906872291386,0.09842717335316276,1.3788635962530182,-0.016453403562046498,46,18,0.184,10,False,-0.01645340356204662,0.029384401792298842,0.9225372917078506,-0.01714312796208528,25,0.060257059920777234,0.7417870935881666,-0.04829918502755415,50,0.03135478665812608,0.9096981373125698,-0.03099278999362698,22,0.04549732448107724,0.9828755454298478,-0.015695211878756776,25,0.09760906872291386,1.3788635962530182,-0.016453403562046498,46,-0.24200263130235755,1.0,0.029384401792298842,0.9401276190476191
51,d93023d62f8d,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,0.08,399,11599.219986015656,0.15992199860156564,0.05090104650704652,0.7416280438124193,-0.05951422712785004,128,50,0.1699867197875166,10,False,-0.04013576297052877,10424.221090916923,0.042422109091692306,0.042250939486825345,0.8832851782163107,-0.016541784215441058,32,16,0.12648221343873517,10,False,-0.008935651710003888,11505.742932623845,0.15057429326238458,0.15186606534654312,1.690958227513178,-0.017843286101046685,53,19,0.212,10,False,-0.017843286101046945,0.03248980159807591,0.9520691683931974,-0.01714312796208528,26,0.09670777991149304,0.9025940793875008,-0.05951422712785004,71,0.02435877059864433,0.602164732479829,-0.03377403105528731,31,0.042422109091692306,0.8832851782163107,-0.016541784215441058,32,0.15057429326238458,1.690958227513178,-0.017843286101046685,53,-0.14165713440389138,1.0,0.02435877059864433,0.9399219047619046
52,1b50dde53660,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,177,10988.96365261523,0.0988963652615229,0.03206401807001846,0.5888341344333886,-0.04578210858477705,70,34,0.09296148738379814,10,False,-0.03050180219653622,10370.1459113222,0.037014591132220165,0.036865624235982164,0.8157007221625754,-0.009156744752313983,21,10,0.08300395256916997,10,False,-0.007603250896649904,11119.665754407519,0.11196657544075195,0.11291108166908792,1.473655250963345,-0.0067584721942234305,35,13,0.14,10,False,-0.006758472194223553,0.02173970772289624,0.7838775827048686,-0.01714312796208528,19,0.049787145992150394,0.6045989979522862,-0.04578210858477738,33,0.024507670880583365,0.7182839543253178,-0.020284269662921073,18,0.037014591132220165,0.8157007221625754,-0.009156744752313983,21,0.11196657544075195,1.473655250963345,-0.0067584721942234305,35,-0.22686658772918677,1.0,0.02173970772289624,0.9398504761904761
53,99538c90be75,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,178,11604.987665633631,0.16049876656336304,0.051075897420537864,0.5872131473736425,-0.05391453546137892,71,34,0.09428950863213811,10,False,-0.034326554894537585,10446.499102595511,0.04464991025955123,0.04446956138519287,0.8759311882506102,-0.009156744752313761,21,10,0.08300395256916997,10,False,-0.007603250896649904,11412.078110354334,0.14120781103543334,0.14241435981898842,1.318957709945709,-0.0067584721942236525,35,13,0.14,10,False,-0.006758472194223553,0.025019050862311598,0.8420790282656779,-0.01714312796208528,19,0.1009056474387795,0.7956949891032229,-0.04441441782078415,34,0.028401369756604566,0.37622512877899905,-0.05391453546137892,18,0.04464991025955123,0.8759311882506102,-0.009156744752313761,21,0.14120781103543334,1.318957709945709,-0.0067584721942236525,35,-0.28871804087696773,1.0,0.025019050862311598,0.9398174603174602
54,62bfc8f9d366,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,,216,12184.937697427196,0.2184937697427196,0.06837015178809902,0.7377052984525927,-0.06425546918111336,103,44,0.13678618857901725,10,False,-0.04248727317937121,10521.798562530625,0.05217985625306243,0.05196834334406297,1.021105375681098,-0.015695211878756554,25,14,0.09881422924901186,10,False,-0.008935651710003888,11393.394677292099,0.1393394677292099,0.1405290909993835,1.41022333785934,-0.013686835570762224,46,18,0.184,10,False,-0.013686835570762135,0.03914779315606842,1.0555575585371213,-0.01714312796208528,26,0.13070503026242664,0.9622032777775863,-0.05225720167813708,52,0.037042772398444335,0.4730592259709411,-0.06425546918111358,25,0.05217985625306243,1.021105375681098,-0.015695211878756554,25,0.1393394677292099,1.41022333785934,-0.013686835570762224,46,-0.28340007722850524,1.0,0.037042772398444335,0.9396961904761905
55,fdd0bcf2d53f,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,369,11826.325700450261,0.1826325700450262,0.057742670454866474,0.8624063068762197,-0.05581458922309246,128,55,0.1699867197875166,10,False,-0.04013576297052877,10638.563877682887,0.06385638776828872,0.06359613049945856,1.3173337387652702,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11276.806914722067,0.12768069147220662,0.12876525699028685,1.5012041407387864,-0.017843286101047018,52,20,0.208,10,False,-0.017843286101046945,0.04282311877725542,1.2196369651981889,-0.01714312796208528,31,0.09767019116187159,0.9599206246998057,-0.052130614675649056,65,0.03315935933997438,0.7592433016007096,-0.030436907718870976,32,0.06385638776828872,1.3173337387652702,-0.014022999931342262,33,0.12768069147220662,1.5012041407387864,-0.017843286101047018,52,-0.4549274318890505,1.0,0.03315935933997438,0.9394215873015872
56,8af5ffa78c1a,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,371,12611.085751107028,0.26110857511070273,0.08073187580132601,0.8203628112907672,-0.06021480917107447,129,55,0.17131474103585656,10,False,-0.04013576297052877,10680.52694966242,0.06805269496624211,0.0677747964625508,1.2737142473234384,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11649.820235460948,0.1649820235460948,0.16640608797717604,1.5067664974058743,-0.016891668275631155,52,20,0.208,10,False,-0.01689166827563112,0.04749720417105041,1.264390695497303,-0.01714312796208528,31,0.1463226454486246,1.0276014592880636,-0.05721686759463196,66,0.05025010674360186,0.5772136697611918,-0.05997451527705111,32,0.06805269496624211,1.2737142473234384,-0.014022999931342262,33,0.1649820235460948,1.5067664974058743,-0.016891668275631155,52,-0.45335143603267125,1.0,0.04749720417105041,0.9391304761904762
57,73015354e1f6,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.025,,186,11956.479438056003,0.19564794380560024,0.06162425575044472,0.7378165261820266,-0.021512520000000035,73,37,0.09694555112881806,10,False,-0.016200000000000003,10333.446112776004,0.033344611277600356,0.03321064974535237,0.9723536799644554,-0.013427296564422986,26,15,0.10276679841897234,10,False,-0.0027,10874.232377411947,0.08742323774119476,0.08815258554582006,1.1896773112608634,-0.005392710000000078,36,14,0.144,10,False,-0.005356078050999584,0.007582959903344122,0.34534738182386304,-0.01439486727555217,21,0.13503422075192484,1.0597797814149617,-0.01698223371604446,34,0.04547475800036249,0.6434829012678439,-0.021512519999999924,18,0.033344611277600356,0.9723536799644554,-0.013427296564422986,26,0.08742323774119476,1.1896773112608634,-0.005392710000000078,36,-0.2345371537824288,1.0,0.007582959903344122,0.9387257142857143
58,caf05aec64a2,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.06,348,11212.394885990394,0.12123948859903932,0.039039669311833336,0.698448339793761,-0.05648042282285426,114,45,0.15139442231075698,10,False,-0.04013576297052877,10428.775691039551,0.04287756910395513,0.0427045243776476,0.9688355188113851,-0.014022999931342262,28,14,0.11067193675889328,10,False,-0.007603250896649904,11214.864915270029,0.12148649152700286,0.12251563597895432,1.5782686480187336,-0.019843286101046798,50,18,0.2,10,False,-0.019843286101046947,0.027680935834620612,0.8883752311467047,-0.01714312796208528,26,0.06899338525090504,0.8137728702370316,-0.05648042282285415,61,0.020622331579548625,0.5903244418100586,-0.03100535542669125,27,0.04287756910395513,0.9688355188113851,-0.014022999931342262,28,0.12148649152700286,1.5782686480187336,-0.019843286101046798,50,-0.2703871790176241,1.0,0.020622331579548625,0.9382190476190476
59,eb0963fd802a,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,348,12111.026936613993,0.21110269366139933,0.06619699979669114,0.6949468581565129,-0.06426760328615011,114,45,0.15139442231075698,10,False,-0.04013576297052877,10529.262224028433,0.05292622240284328,0.05271160894415994,1.0119866717988915,-0.01402299993134215,28,14,0.11067193675889328,10,False,-0.007603250896649904,11760.171803943946,0.17601718039439462,0.17754354394096317,1.600534906779389,-0.016891668275631155,50,18,0.2,10,False,-0.01689166827563112,0.03581279019596151,0.9838948134085598,-0.01714312796208528,26,0.14610700997348935,1.0288730159522483,-0.050923628141365196,61,0.02017465981437816,0.27035798566196295,-0.06426760328615011,27,0.05292622240284328,1.0119866717988915,-0.01402299993134215,28,0.17601718039439462,1.600534906779389,-0.016891668275631155,50,-0.31703981364237854,1.0,0.02017465981437816,0.938184761904762
60,904e3e570ad4,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.025,,191,11932.711042033809,0.19327110420338078,0.06091751459996986,0.7289394363482087,-0.026803524294000125,78,41,0.10358565737051793,10,False,-0.016200000000000003,10333.446112776004,0.033344611277600356,0.03321064974535237,0.9723536799644554,-0.013427296564422986,26,15,0.10276679841897234,10,False,-0.0027,10874.232377411947,0.08742323774119476,0.08815258554582006,1.1896773112608634,-0.005392710000000078,36,14,0.144,10,False,-0.005356078050999584,0.009154314819228127,0.4133911180948511,-0.01439486727555217,22,0.13196962835589487,1.0381150603448794,-0.016982233716044792,35,0.04459217456604336,0.6285786307894022,-0.026803524294000014,21,0.033344611277600356,0.9723536799644554,-0.013427296564422986,26,0.08742323774119476,1.1896773112608634,-0.005392710000000078,36,-0.24341424361624675,1.0,0.009154314819228127,0.9379739682539683
61,ee86d367b89e,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.06,186,10941.395874480797,0.09413958744807971,0.03056676649261303,0.6790315747883974,-0.04386153004831972,73,37,0.09694555112881806,10,False,-0.03050180219653622,10547.1920262112,0.05471920262112007,0.05449713226761976,1.2308473233763475,-0.009156744752313983,26,15,0.10276679841897234,10,False,-0.007603250896649904,10876.08589567846,0.087608589567846,0.08833954562678126,1.3980869811010448,-0.010249143619115109,36,14,0.144,10,False,-0.006758472194223553,0.02566010722403078,0.9718703949506228,-0.01714312796208528,21,0.040184690135635526,0.6013954289261184,-0.04386153004831972,34,0.025554655033163565,0.9312869738129275,-0.020284269662921295,18,0.05471920262112007,1.2308473233763475,-0.009156744752313983,26,0.087608589567846,1.3980869811010448,-0.010249143619115109,36,-0.5518157485879501,1.0,0.025554655033163565,0.9379425396825397
62,057ad67fe5f7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,,358,12536.475580117576,0.25364755801175765,0.07858787071286466,0.8070607792883084,-0.06426760328615011,120,51,0.1593625498007968,10,False,-0.04013576297052877,10680.52694966242,0.06805269496624211,0.0677747964625508,1.2737142473234384,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11458.944802498068,0.14589448024980678,0.1471435946170243,1.4319708924945653,-0.016891668275631155,51,20,0.204,10,False,-0.01689166827563112,0.04586614551433432,1.2233425708811279,-0.01714312796208517,30,0.15227698388191402,1.0644954392543045,-0.0490847237012052,63,0.04026135890983662,0.48606264621060413,-0.06426760328615022,27,0.06805269496624211,1.2737142473234384,-0.014022999931342262,33,0.14589448024980678,1.4319708924945653,-0.016891668275631155,51,-0.46665346803512997,1.0,0.04026135890983662,0.9378612698412697
63,570c29e07067,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,0.06,326,11416.552427465334,0.1416552427465334,0.04533317328134512,0.7516981642167615,-0.06042155626054957,127,49,0.16865869853917662,10,False,-0.04248727317937121,10341.478811240186,0.034147881124018564,0.03401063966014228,0.7477687849295981,-0.018186602669599705,29,15,0.11462450592885376,10,False,-0.008935651710003888,11242.006197805464,0.1242006197805463,0.12525401432079675,1.625120379081446,-0.016453403562046498,53,20,0.212,10,False,-0.01645340356204662,0.0396402249892962,1.1527436553566095,-0.01714312796208528,29,0.06809347560845969,0.7478342213103131,-0.06042155626054979,67,0.02811723274261868,0.7930961358729817,-0.029518373646801543,31,0.034147881124018564,0.7477687849295981,-0.018186602669599705,29,0.1242006197805463,1.625120379081446,-0.016453403562046498,53,-0.003929379287163415,1.0,0.02811723274261868,0.9378450793650794
64,9d0e14f8279b,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.025,,174,11651.329707653664,0.16513297076536637,0.05247869201296762,0.6407558503377903,-0.02248705794082706,67,32,0.08897742363877822,10,False,-0.016200000000000003,10331.402508096322,0.03314025080963212,0.033007123335043076,0.9911725579754713,-0.008078149683000135,21,10,0.08300395256916997,10,False,-0.0027,10903.672292601974,0.09036722926019736,0.0911221514929923,1.2279392245081377,-0.005392710000000189,35,13,0.14,10,False,-0.005356078050999584,0.005958020787054208,0.28482747953503884,-0.010778130000000052,18,0.12482771464480003,0.9892590662072964,-0.016982233716044792,32,0.029697423139837476,0.44355031604272654,-0.021512519999999924,17,0.03314025080963212,0.9911725579754713,-0.008078149683000135,21,0.09036722926019736,1.2279392245081377,-0.005392710000000189,35,-0.35041670763768107,1.0,0.005958020787054208,0.9378317460317461
65,241c0e7881f5,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.06,192,10951.914810060847,0.09519148100608477,0.030898234727384954,0.6721797604923959,-0.047668569318720544,79,41,0.1049136786188579,10,False,-0.03050180219653622,10547.1920262112,0.05471920262112007,0.05449713226761976,1.2308473233763475,-0.009156744752313983,26,15,0.10276679841897234,10,False,-0.007603250896649904,10876.08589567846,0.087608589567846,0.08833954562678126,1.3980869811010448,-0.010249143619115109,36,14,0.144,10,False,-0.006758472194223553,0.027259653976654308,1.0293223587212927,-0.01714312796208539,22,0.030459714951875938,0.46244954894985474,-0.04730697806379225,36,0.03461508810245917,1.122379638127914,-0.020284269662921073,21,0.05471920262112007,1.2308473233763475,-0.009156744752313983,26,0.087608589567846,1.3980869811010448,-0.010249143619115109,36,-0.5586675628839516,1.0,0.027259653976654308,0.9374396825396825
66,0d061ef999f7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_max"": 0.0}",0.025,,223,11935.085861887246,0.19350858618872468,0.0609881707516291,0.7723960569740026,-0.03166270890946121,91,41,0.12084993359893759,10,False,-0.021892098458227125,10329.248694331525,0.03292486943315254,0.032792620823696605,0.9160622608522486,-0.016091042863699112,28,17,0.11067193675889328,10,False,-0.0027,10928.669706202647,0.09286697062026472,0.09364365844560396,1.2359598198233743,-0.010411863249309317,41,17,0.164,10,False,-0.0054,0.011340036920348018,0.5252671133621817,-0.010778130000000052,20,0.11080571461216437,0.9477239291242721,-0.03166270890946132,48,0.06240533265252135,0.8894206510221184,-0.019606509429847985,23,0.03292486943315254,0.9160622608522486,-0.016091042863699112,28,0.09286697062026472,1.2359598198233743,-0.010411863249309317,41,-0.14366620387824602,1.0,0.011340036920348018,0.9373555555555555
67,f415d23ead06,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.02}",,,219,11894.734811310798,0.18947348113107987,0.0597863643708183,0.6998381313205676,-0.04957394815494687,94,49,0.1248339973439575,10,False,-0.034809857571793154,10444.186675658873,0.044418667565887304,0.04423927235757752,0.8411234058788314,-0.016260269943452532,30,19,0.11857707509881422,10,False,-0.008935651710003888,11441.125818463292,0.14411258184632914,0.145345494269012,1.3393736057871453,-0.010249143619115109,37,15,0.148,10,False,-0.006758472194223553,0.020471329644504044,0.6661782093483969,-0.02227674249450895,25,0.10274526741401813,0.8581760715928652,-0.04838914368071223,43,0.0570091670499262,0.6897525598174339,-0.049573948154946645,26,0.044418667565887304,0.8411234058788314,-0.016260269943452532,30,0.14411258184632914,1.3393736057871453,-0.010249143619115109,37,-0.14128527455826378,1.0,0.020471329644504044,0.9371580952380951
68,7cbe71c3cd4c,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.1}",,,217,12110.138351606205,0.21101383516062056,0.06617081967670058,0.715284882723652,-0.06425546918111358,104,44,0.13811420982735723,10,False,-0.04248727317937121,10521.798562530625,0.05217985625306243,0.05196834334406297,1.021105375681098,-0.015695211878756554,25,14,0.09881422924901186,10,False,-0.008935651710003888,11393.394677292099,0.1393394677292099,0.1405290909993835,1.41022333785934,-0.013686835570762224,46,18,0.184,10,False,-0.013686835570762135,0.03914779315606842,1.0555575585371213,-0.01714312796208528,26,0.12376400202902094,0.915584631584555,-0.05807508463177724,53,0.037042772398444335,0.4730592259709411,-0.06425546918111358,25,0.05217985625306243,1.021105375681098,-0.015695211878756554,25,0.1393394677292099,1.41022333785934,-0.013686835570762224,46,-0.30582049295744596,1.0,0.037042772398444335,0.9371228571428571
69,9d61235791dd,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,348,11434.106464182818,0.14341064641828183,0.04587079934006599,0.7038488315950872,-0.06084887571191533,114,45,0.15139442231075698,10,False,-0.04013576297052877,10487.893460981377,0.048789346098137676,0.04859189176800993,1.0300828549780752,-0.01402299993134215,28,14,0.11067193675889328,10,False,-0.007603250896649904,11383.625157868135,0.13836251578681358,0.13954329859411962,1.6219888546615517,-0.017843286101046796,50,18,0.2,10,False,-0.017843286101046945,0.03252155985107774,0.9528447461331777,-0.01714312796208528,26,0.09072673710019163,0.8995374798500876,-0.05532119383793255,61,0.015283068456932725,0.3890121774135137,-0.03486489371838253,27,0.048789346098137676,1.0300828549780752,-0.01402299993134215,28,0.13836251578681358,1.6219888546615517,-0.017843286101046796,50,-0.326234023382988,1.0,0.015283068456932725,0.9370279365079364
70,aec35b8421c7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 50000000.0, ""mom3_max"": -0.05, ""prev_return_max"": 0.0}",,,453,13018.334575604136,0.3018334575604136,0.09228828301547809,0.9002732133175242,-0.0858319589115526,155,59,0.2058432934926959,10,False,-0.04013576297052877,10617.851701475003,0.06178517014750029,0.06153359625965149,1.1158839952493984,-0.02074907604852394,36,19,0.1422924901185771,10,False,-0.008935651710003888,11946.590020718368,0.19465900207183684,0.19636007596048155,1.6253713629838131,-0.016891668275631155,63,22,0.252,10,False,-0.01689166827563112,0.04253807506051377,1.0850036108906886,-0.01714312796208528,31,0.15624864138095562,1.0249527553383728,-0.08583195891155282,92,0.07997143438108845,0.9409310511245081,-0.06283166446795463,32,0.06178517014750029,1.1158839952493984,-0.02074907604852394,36,0.19465900207183684,1.6253713629838131,-0.016891668275631155,63,-0.21561078193187422,1.0,0.04253807506051377,0.9369349206349207
71,cf7ab2cd6d77,relative_weakness_reversal,"{""family"": ""relative_weakness_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": 0.0, ""min_adv20"": 100000000.0, ""mom3_max"": -0.05, ""prev_return_percentile_max"": 0.25}",,0.06,316,11376.584508434382,0.1376584508434382,0.044107024014994556,0.7420154101376003,-0.05199389697042456,120,47,0.1593625498007968,10,False,-0.04248727317937121,10341.478811240186,0.034147881124018564,0.03401063966014228,0.7477687849295981,-0.018186602669599705,29,15,0.11462450592885376,10,False,-0.008935651710003888,11178.280986754577,0.11782809867545763,0.11882464017686378,1.5801109521340762,-0.016453403562046498,52,20,0.208,10,False,-0.01645340356204662,0.03802140044056479,1.108110555110576,-0.01714312796208528,28,0.07188924208626957,0.7855701691702491,-0.051993896970424114,64,0.022482015164917435,0.7293259755991734,-0.02951837364680132,28,0.034147881124018564,0.7477687849295981,-0.018186602669599705,29,0.11782809867545763,1.5801109521340762,-0.016453403562046498,52,-0.0057533747919977785,1.0,0.022482015164917435,0.936808253968254
72,744693d822ac,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.04, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",,0.08,371,11753.727756346987,0.17537277563469877,0.05556521593048247,0.8298944351675513,-0.06118494864771251,129,55,0.17131474103585656,10,False,-0.04013576297052877,10638.563877682887,0.06385638776828872,0.06359613049945856,1.3173337387652702,-0.014022999931342262,33,19,0.13043478260869565,10,False,-0.007603250896649904,11276.806914722067,0.12768069147220662,0.12876525699028685,1.5012041407387864,-0.017843286101047018,52,20,0.208,10,False,-0.017843286101046945,0.04282311877725542,1.2196369651981889,-0.01714312796208528,31,0.09093195299726897,0.8968938245467664,-0.057521927895153535,66,0.03315935933997438,0.7592433016007096,-0.030436907718870976,32,0.06385638776828872,1.3173337387652702,-0.014022999931342262,33,0.12768069147220662,1.5012041407387864,-0.017843286101047018,52,-0.4874393035977188,1.0,0.03315935933997438,0.9367999999999999
73,882bd9071db7,gap_down_reversal,"{""family"": ""gap_down_reversal"", ""gap_max"": -0.05, ""market_prev_return_max"": null, ""min_adv20"": 20000000.0, ""mom3_max"": -0.05, ""prev_return_max"": -0.03}",0.025,,192,11900.4054972494,0.19004054972494,0.059955422422028004,0.7180373219381188,-0.026803524294000014,79,41,0.1049136786188579,10,False,-0.016200000000000003,10333.446112776004,0.033344611277600356,0.03321064974535237,0.9723536799644554,-0.013427296564422986,26,15,0.10276679841897234,10,False,-0.0027,10874.232377411947,0.08742323774119476,0.08815258554582006,1.1896773112608634,-0.005392710000000078,36,14,0.144,10,False,-0.005356078050999584,0.009154314819228127,0.4133911180948511,-0.01439486727555217,22,0.12890503595986447,1.016004172971147,-0.019470902448659566,36,0.04459217456604336,0.6285786307894022,-0.026803524294000014,21,0.033344611277600356,0.9723536799644554,-0.013427296564422986,26,0.08742323774119476,1.1896773112608634,-0.005392710000000078,36,-0.2543163580263367,1.0,0.009154314819228127,0.9367936507936507
